customer_id,gender,past_3_years_bike_related_purchases,Age_group,job_industry_category,wealth_segment,owns_car,state,monetary,rfm_level,brand|Giant Bicycles,brand|Norco Bicycles,brand|OHM Cycles,brand|Solex,brand|Trek Bicycles,brand|WeareA2B,online_order|False,online_order|True,product_class|high,product_class|low,product_class|medium,product_line|Mountain,product_line|Road,product_line|Standard,product_line|Touring,product_size|large,product_size|medium,product_size|small
26,Female,12,mid-age adult,Financial Services,Mass Customer,Yes,QLD,268.2399999999999,hibernating,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
27,Male,37,mid-age adult,Health,Mass Customer,Yes,VIC,3274.250000000001,can't loose,0.0,3.0,0.0,2.0,0.0,2.0,5.0,2.0,0.0,1.0,6.0,0.0,0.0,6.0,1.0,2.0,3.0,2.0
28,Male,5,mid-age adult,Health,Affluent Customer,Yes,QLD,3366.5600000000004,at risk,0.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,0.0,3.0,0.0,1.0,5.0,0.0,1.0,5.0,0.0
29,Female,62,mid-age adult,Manufacturing,Mass Customer,No,QLD,6175.299999999999,loyal customers,1.0,0.0,3.0,2.0,1.0,2.0,6.0,3.0,1.0,3.0,5.0,0.0,1.0,6.0,2.0,0.0,9.0,0.0
31,Female,3,mid-age adult,Telecommunications,High Net Worth,Yes,NSW,426.10999999999996,hibernating,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0
32,Female,17,adult,Manufacturing,Affluent Customer,No,NSW,2823.12,can't loose,3.0,0.0,0.0,4.0,0.0,0.0,5.0,2.0,0.0,0.0,7.0,0.0,2.0,5.0,0.0,4.0,2.0,1.0
33,Male,44,senior cetizen,,Affluent Customer,Yes,NSW,5150.450000000001,loyal customers,0.0,0.0,1.0,0.0,2.0,3.0,4.0,2.0,0.0,1.0,5.0,0.0,1.0,5.0,0.0,0.0,5.0,1.0
35,Female,40,mid-age adult,Health,High Net Worth,Yes,QLD,3706.5099999999998,hibernating,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0
36,Female,33,mid-age adult,,Affluent Customer,No,NSW,204.35999999999999,hibernating,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
37,Female,46,adult,Health,High Net Worth,No,QLD,6338.490000000001,champions,0.0,2.0,1.0,3.0,2.0,1.0,5.0,4.0,2.0,3.0,4.0,0.0,3.0,6.0,0.0,4.0,4.0,1.0
38,Female,37,senior cetizen,Financial Services,Affluent Customer,No,QLD,2025.34,about to sleep,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0
39,Male,5,mid-age adult,Entertainment,Mass Customer,No,NSW,6085.17,loyal customers,1.0,1.0,2.0,5.0,3.0,0.0,8.0,4.0,4.0,2.0,6.0,0.0,3.0,9.0,0.0,3.0,9.0,0.0
40,Female,91,mid-age adult,Manufacturing,Affluent Customer,No,NSW,3272.7000000000003,potential loyalists,1.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0
41,Male,64,mid-age adult,Health,Mass Customer,No,VIC,4531.68,loyal customers,2.0,1.0,0.0,3.0,0.0,2.0,3.0,5.0,1.0,0.0,7.0,0.0,1.0,6.0,1.0,2.0,6.0,0.0
42,Female,24,mid-age adult,Manufacturing,Mass Customer,No,VIC,427.04,hibernating,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0
43,Female,38,adult,Retail,Mass Customer,No,QLD,3619.9500000000003,can't loose,1.0,2.0,4.0,1.0,0.0,1.0,6.0,3.0,2.0,0.0,7.0,0.0,3.0,5.0,1.0,2.0,7.0,0.0
44,Male,63,mid-age adult,Entertainment,Affluent Customer,Yes,QLD,4768.28,loyal customers,1.0,1.0,0.0,3.0,2.0,0.0,5.0,2.0,2.0,1.0,4.0,0.0,0.0,7.0,0.0,1.0,5.0,1.0
45,Male,64,mid-age adult,Financial Services,Mass Customer,No,NSW,1048.1499999999999,about to sleep,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0
47,Male,51,adult,Health,Affluent Customer,No,NSW,4332.1900000000005,loyal customers,2.0,1.0,0.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,2.0,4.0,1.0,2.0,5.0,0.0
48,Female,46,mid-age adult,,Mass Customer,Yes,VIC,5561.08,can't loose,1.0,0.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,5.0,0.0,2.0,6.0,0.0,2.0,4.0,2.0
49,Male,63,adult,,Affluent Customer,No,NSW,2636.4300000000003,about to sleep,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0
50,Male,38,mid-age adult,Manufacturing,Mass Customer,Yes,NSW,4153.41,loyal customers,3.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0,1.0,6.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0
51,Male,68,senior cetizen,Retail,Mass Customer,No,QLD,4855.4,loyal customers,3.0,2.0,0.0,2.0,0.0,1.0,4.0,4.0,2.0,0.0,6.0,0.0,2.0,5.0,1.0,3.0,5.0,0.0
53,Female,22,senior cetizen,Financial Services,Mass Customer,No,QLD,2950.07,potential loyalists,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0
54,Female,2,mid-age adult,Property,Mass Customer,Yes,NSW,4098.21,can't loose,1.0,2.0,1.0,1.0,2.0,0.0,2.0,5.0,2.0,2.0,3.0,0.0,1.0,6.0,0.0,0.0,4.0,3.0
55,Male,48,senior cetizen,Financial Services,Affluent Customer,Yes,NSW,3220.86,loyal customers,1.0,1.0,0.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,6.0,0.0,0.0,8.0,0.0,1.0,5.0,2.0
56,Male,44,adult,Property,Mass Customer,Yes,NSW,1275.2399999999998,champions,1.0,0.0,6.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,1.0,5.0,1.0
57,Male,87,adult,,Mass Customer,Yes,QLD,5117.96,loyal customers,3.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,1.0,1.0,4.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0
58,Female,26,mid-age adult,Financial Services,Affluent Customer,Yes,NSW,3501.37,loyal customers,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,4.0,0.0,2.0,6.0,0.0,0.0,8.0,0.0
59,Male,60,youth,,High Net Worth,No,NSW,2628.37,promising,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0
61,Female,47,senior cetizen,Property,High Net Worth,No,NSW,4254.240000000001,loyal customers,0.0,0.0,2.0,1.0,0.0,3.0,5.0,1.0,2.0,0.0,4.0,0.0,0.0,4.0,2.0,2.0,3.0,1.0
63,Female,58,mid-age adult,Retail,Mass Customer,Yes,NSW,2190.05,hibernating,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
64,Male,73,mid-age adult,IT,High Net Worth,No,VIC,546.6799999999997,potential loyalists,1.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,3.0
65,Male,21,mid-age adult,Financial Services,Affluent Customer,Yes,NSW,3799.9699999999993,at risk,1.0,2.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,3.0,1.0
66,Male,46,youth,Argiculture,High Net Worth,No,NSW,3333.86,about to sleep,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
67,Male,67,senior cetizen,Retail,Mass Customer,No,NSW,1203.2899999999997,at risk,1.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0,2.0
68,Female,37,mid-age adult,,Affluent Customer,No,VIC,3842.5599999999995,hibernating,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0
69,Female,16,mid-age adult,,Mass Customer,No,VIC,5294.75,loyal customers,1.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,5.0,0.0,1.0,4.0,1.0,3.0,2.0,1.0
70,Male,78,adult,Financial Services,Affluent Customer,No,NSW,2736.9,potential loyalists,0.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,4.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0
71,Male,30,adult,Argiculture,Affluent Customer,Yes,NSW,155.6500000000001,hibernating,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
72,Male,93,mid-age adult,Manufacturing,Affluent Customer,Yes,QLD,2559.7799999999997,potential loyalists,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0
73,Female,16,senior cetizen,,Affluent Customer,Yes,NSW,2316.51,at risk,2.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0,6.0,0.0
75,Female,28,mid-age adult,Property,Mass Customer,No,NSW,4979.94,loyal customers,0.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,0.0,3.0,5.0,1.0,0.0,6.0,1.0,1.0,6.0,1.0
76,Female,20,mid-age adult,Retail,High Net Worth,Yes,QLD,2868.16,champions,3.0,0.0,1.0,2.0,2.0,0.0,5.0,3.0,2.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,7.0,0.0
77,Male,79,adult,Financial Services,Mass Customer,No,QLD,1657.5800000000002,hibernating,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
78,Male,37,adult,Argiculture,Affluent Customer,No,NSW,82.25999999999999,hibernating,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
79,Female,76,mid-age adult,Manufacturing,Mass Customer,No,NSW,1860.29,need attention,2.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,3.0,1.0
80,Male,11,mid-age adult,Entertainment,Mass Customer,No,VIC,5988.86,loyal customers,1.0,2.0,3.0,1.0,2.0,1.0,2.0,8.0,2.0,2.0,6.0,1.0,3.0,6.0,0.0,3.0,5.0,2.0
82,Female,93,mid-age adult,Property,High Net Worth,No,VIC,2924.37,at risk,3.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0
83,Male,97,mid-age adult,IT,Mass Customer,Yes,NSW,1798.1999999999998,at risk,1.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,6.0,0.0
84,Male,78,senior cetizen,,Mass Customer,Yes,NSW,2295.2200000000003,loyal customers,1.0,1.0,2.0,3.0,0.0,0.0,6.0,1.0,2.0,2.0,3.0,0.0,1.0,6.0,0.0,0.0,7.0,0.0
85,Male,1,senior cetizen,,Mass Customer,No,NSW,563.3699999999999,loyal customers,1.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,5.0,0.0,1.0,5.0,0.0,0.0,4.0,2.0
86,Male,75,adult,Health,High Net Worth,Yes,NSW,2360.09,champions,2.0,2.0,1.0,0.0,2.0,2.0,5.0,4.0,1.0,3.0,5.0,1.0,1.0,7.0,0.0,1.0,6.0,2.0
87,Male,78,mid-age adult,Financial Services,Mass Customer,No,NSW,3740.7599999999998,loyal customers,1.0,1.0,0.0,2.0,3.0,2.0,4.0,5.0,1.0,0.0,8.0,0.0,1.0,8.0,0.0,2.0,6.0,1.0
88,Female,41,mid-age adult,Property,High Net Worth,Yes,NSW,2534.3300000000004,at risk,1.0,1.0,3.0,0.0,1.0,0.0,4.0,2.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,1.0
89,Male,74,mid-age adult,Health,Mass Customer,Yes,NSW,5779.65,champions,1.0,0.0,0.0,4.0,0.0,4.0,5.0,4.0,0.0,0.0,9.0,0.0,1.0,7.0,1.0,2.0,4.0,3.0
90,Male,76,adult,Manufacturing,Mass Customer,No,NSW,2990.73,loyal customers,1.0,2.0,1.0,2.0,0.0,1.0,5.0,2.0,0.0,1.0,6.0,0.0,2.0,5.0,0.0,1.0,5.0,1.0
91,Male,69,senior cetizen,Financial Services,Affluent Customer,Yes,NSW,5242.410000000001,champions,1.0,0.0,0.0,4.0,1.0,2.0,5.0,3.0,2.0,1.0,5.0,0.0,1.0,6.0,1.0,1.0,7.0,0.0
92,Female,98,mid-age adult,Health,Mass Customer,No,VIC,2967.4399999999996,about to sleep,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0
93,Male,63,mid-age adult,Retail,Mass Customer,Yes,VIC,2976.4099999999994,hibernating,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0
94,Male,33,mid-age adult,Manufacturing,Mass Customer,No,NSW,4902.21,loyal customers,2.0,0.0,0.0,2.0,2.0,1.0,5.0,2.0,0.0,0.0,7.0,0.0,0.0,6.0,1.0,2.0,4.0,1.0
95,Female,67,senior cetizen,Manufacturing,Affluent Customer,Yes,VIC,3050.8099999999995,about to sleep,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0
96,Male,33,mid-age adult,Manufacturing,Mass Customer,No,NSW,1135.25,hibernating,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
97,Male,16,mid-age adult,Financial Services,Mass Customer,Yes,NSW,4911.209999999999,can't loose,3.0,1.0,2.0,0.0,2.0,0.0,3.0,5.0,0.0,1.0,7.0,0.0,3.0,5.0,0.0,1.0,6.0,1.0
98,Female,19,senior cetizen,Health,Mass Customer,No,NSW,1620.7500000000002,hibernating,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0
99,Male,97,youth,Financial Services,Mass Customer,No,NSW,4557.65,champions,1.0,2.0,0.0,1.0,3.0,2.0,4.0,5.0,3.0,0.0,6.0,0.0,2.0,7.0,0.0,2.0,6.0,1.0
100,Male,80,mid-age adult,Financial Services,Mass Customer,Yes,NSW,877.4,new customers,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
101,Male,83,mid-age adult,Manufacturing,High Net Worth,No,NSW,2589.89,potential loyalists,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0
102,Male,51,senior cetizen,Manufacturing,Affluent Customer,No,NSW,2587.01,loyal customers,1.0,2.0,1.0,1.0,0.0,2.0,3.0,4.0,2.0,2.0,3.0,0.0,1.0,6.0,0.0,2.0,5.0,0.0
103,Female,49,adult,Financial Services,Affluent Customer,Yes,NSW,895.4499999999999,hibernating,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0
104,Female,40,mid-age adult,Health,Mass Customer,Yes,QLD,3112.8000000000006,can't loose,0.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,0.0,1.0,4.0,2.0
105,Female,25,youth,Manufacturing,Mass Customer,No,NSW,3475.04,hibernating,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0
106,Male,54,mid-age adult,Health,High Net Worth,Yes,NSW,2513.69,new customers,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
107,Female,97,adult,Financial Services,Mass Customer,Yes,NSW,2343.9700000000003,hibernating,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0
109,Male,16,mid-age adult,,Affluent Customer,Yes,NSW,4430.66,champions,2.0,1.0,0.0,4.0,2.0,1.0,4.0,6.0,1.0,2.0,7.0,0.0,3.0,6.0,1.0,2.0,6.0,2.0
111,Female,65,adult,,Mass Customer,No,NSW,3014.53,hibernating,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0
112,Female,88,mid-age adult,Retail,High Net Worth,No,VIC,5742.1900000000005,loyal customers,2.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,2.0,1.0,3.0,0.0,1.0,5.0,0.0,2.0,4.0,0.0
113,Male,67,senior cetizen,,Mass Customer,No,QLD,2200.48,at risk,1.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0
114,Female,10,adult,Entertainment,Affluent Customer,No,NSW,2195.2599999999998,hibernating,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0
115,Male,77,mid-age adult,Health,Mass Customer,No,VIC,3135.87,champions,4.0,0.0,0.0,1.0,3.0,0.0,3.0,5.0,2.0,1.0,5.0,0.0,2.0,5.0,1.0,2.0,4.0,2.0
116,Male,49,youth,Manufacturing,Affluent Customer,Yes,NSW,2447.54,champions,2.0,1.0,0.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,5.0,1.0,0.0,6.0,1.0,0.0,6.0,2.0
117,Female,75,mid-age adult,Manufacturing,Mass Customer,No,QLD,6917.34,champions,1.0,1.0,0.0,4.0,1.0,3.0,3.0,7.0,2.0,1.0,7.0,0.0,1.0,8.0,1.0,1.0,8.0,1.0
118,Male,43,senior cetizen,,High Net Worth,No,VIC,3550.1,at risk,1.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0
119,Male,9,mid-age adult,,High Net Worth,Yes,VIC,4217.24,potential loyalists,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0
120,Male,80,mid-age adult,Financial Services,High Net Worth,Yes,NSW,869.3200000000003,hibernating,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
121,Male,82,senior cetizen,Manufacturing,Mass Customer,No,NSW,2892.09,hibernating,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0
122,Male,87,mid-age adult,Financial Services,Mass Customer,Yes,QLD,2695.2200000000003,potential loyalists,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,2.0
123,Female,85,adult,Financial Services,High Net Worth,No,NSW,3245.75,hibernating,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
124,Female,27,adult,Health,High Net Worth,Yes,VIC,4054.2499999999995,champions,0.0,2.0,1.0,3.0,1.0,0.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,0.0,2.0,5.0,0.0
125,Female,94,senior cetizen,Property,Mass Customer,No,NSW,3303.88,can't loose,0.0,3.0,1.0,2.0,0.0,3.0,3.0,6.0,1.0,2.0,6.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0
126,Male,53,adult,Health,Mass Customer,Yes,QLD,1096.46,new customers,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0
127,Female,81,mid-age adult,Financial Services,Mass Customer,No,QLD,3993.710000000001,loyal customers,0.0,1.0,4.0,3.0,0.0,2.0,2.0,8.0,2.0,0.0,8.0,0.0,3.0,7.0,0.0,1.0,7.0,2.0
128,Male,73,mid-age adult,Property,Mass Customer,Yes,NSW,2193.0600000000004,hibernating,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
129,Male,64,adult,Financial Services,High Net Worth,Yes,NSW,2753.7499999999995,hibernating,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0
130,Male,32,youth,Manufacturing,Mass Customer,No,NSW,1779.58,hibernating,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
131,Female,57,mid-age adult,Retail,High Net Worth,No,QLD,5494.910000000001,at risk,0.0,2.0,0.0,2.0,1.0,1.0,2.0,4.0,1.0,0.0,5.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
132,Female,5,mid-age adult,Manufacturing,Mass Customer,Yes,NSW,2780.7200000000003,champions,4.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,5.0,0.0,2.0,4.0,0.0,2.0,3.0,1.0
133,Male,12,mid-age adult,Financial Services,Mass Customer,Yes,QLD,803.89,potential loyalists,0.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,4.0,1.0
134,Female,34,youth,Telecommunications,Affluent Customer,Yes,NSW,2946.42,champions,1.0,1.0,0.0,2.0,1.0,1.0,5.0,1.0,2.0,0.0,4.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0
135,Female,18,mid-age adult,IT,Mass Customer,No,VIC,3254.07,at risk,1.0,1.0,0.0,3.0,1.0,0.0,5.0,1.0,1.0,3.0,2.0,1.0,0.0,5.0,0.0,0.0,6.0,0.0
